Order	Family	Species	Median	Genome Size (Mb)	Assembly Level	Repeats	Gene Number	WGD events	Reference	DOI	WGDeventscount
Solales	Solaceae	Solanum chilense LA3111	12	914	scaffold		25885	Epsilon+Gamma+WGT	Stam et al., 2019	https://doi.org/10.1534/g3.119.400529	3
Solales	Solaceae	Solanum chmielewskii LA1028	12	770	chromosome	72.26%	31613	Epsilon+Gamma+WGT	Li et al., 2023	https://doi.org/10.1038/s41588-023-01340-y	3
Solales	Solaceae	Solanum commersonii	12	830	scaffold	44.50%	37662	Epsilon+Gamma+WGT	Aversano et al., 2015	https://doi.org/10.1105/tpc.114.135954	3
Solales	Solaceae	Solanum corneliomulleri LA1331	12	877	chromosome	74.49%	31692	Epsilon+Gamma+WGT	Li et al., 2023	https://doi.org/10.1038/s41588-023-01340-y	3
Solales	Solaceae	Solanum galapagense	12	859.9	chromosome	73.20%	33108	Epsilon+Gamma+WGT	Yu et al., 2022	https://doi.org/10.1093/hr/uhac139	3
Solales	Solaceae	Solanum galapagense LA0436	12	802	chromosome	71.45%	32773	Epsilon+Gamma+WGT	Li et al., 2023	https://doi.org/10.1038/s41588-023-01340-y	3
Solales	Solaceae	Solanum habrochaites	12	950.7	chromosome	74.20%	33567	Epsilon+Gamma+WGT	Yu et al., 2022	https://doi.org/10.1093/hr/uhac139	3
Solales	Solaceae	Solanum habrochaites LA1777	12	960	chromosome	69.05%	32386	Epsilon+Gamma+WGT	Li et al., 2023	https://doi.org/10.1038/s41588-023-01340-y	3
Solales	Solaceae	Solanum lycopersicoides LA2951	12	1200	chromosome	68%	37939	Epsilon+Gamma+WGT	Powell et al., 2022	https://doi.org/10.1111/tpj.15770	3
Solales	Solaceae	Solanum lycopersicoides LA2951	12	1200	chromosome	71.81%	32295	Epsilon+Gamma+WGT	Li et al., 2023	https://doi.org/10.1038/s41588-023-01340-y	3
Solales	Solaceae	Solanum lycopersicum Heinz 1706	12	799.09	chromosome	65.66%	34384	Epsilon+Gamma+WGT	Su et al., 2021	https://doi.org/10.1186/s12864-021-08212-x	3
Solales	Solaceae	Solanum lycopersicum var. cerasiforme LA1464	12	778	chromosome	73.50%	32941	Epsilon+Gamma+WGT	Li et al., 2023	https://doi.org/10.1038/s41588-023-01340-y	3
Solales	Solaceae	Solanum lycopersicum var. lycopersicum Heinz 1706	12	828	chromosome	63.46%	35768	Epsilon+Gamma+WGT	Li et al., 2023	https://doi.org/10.1038/s41588-023-01340-y	3
Solales	Solaceae	Solanum lycopersicum var. lycopersicum M82	12	881	chromosome	64.31%	31773	Epsilon+Gamma+WGT	Li et al., 2023	https://doi.org/10.1038/s41588-023-01340-y	3
Solales	Solaceae	Solanum melonge L.	12	1170	chromosome	70.09%	36582	Epsilon+Gamma+WGT	Wei et al., 2020	https://doi.org/10.1038/s41438-020-00391-0	3
Solales	Solaceae	Solanum melonge L.	12	1160	chromosome		34916	Epsilon+Gamma+WGT	Barchi et al., 2021	https://doi.org/10.1111/tpj.15313	3
Solales	Solaceae	Solanum melonge L.	12	1155.8	chromosome	70.10%	35018	Epsilon+Gamma+WGT	Li et al., 2021	https://doi.org/10.1111/1755-0998.13321	3
Solales	Solaceae	Solanum neorickii LA0247	12	778	chromosome	72.74%	32831	Epsilon+Gamma+WGT	Li et al., 2023	https://doi.org/10.1038/s41588-023-01340-y	3
Solales	Solaceae	Solanum pennellii	12	1200	chromosome	82%	32273	Epsilon+Gamma+WGT	Bolger et al., 2014	https://doi.org/10.1038/ng.3046	3
Solales	Solaceae	Solanum pennellii LA716	12	990	chromosome	64.82%	44965	Epsilon+Gamma+WGT	Li et al., 2023	https://doi.org/10.1038/s41588-023-01340-y	3
Solales	Solaceae	Solanum peruvianum LA0446	12	867	chromosome	73.83%	31877	Epsilon+Gamma+WGT	Li et al., 2023	https://doi.org/10.1038/s41588-023-01340-y	3
Solales	Solaceae	Solanum pimpinellifolium	12	923	chromosome	67.30%	35761	Epsilon+Gamma+WGT	Wang et al., 2020	https://doi.org/10.1038/s41467-020-19682-0	3
Solales	Solaceae	Solanum pimpinellifolium LA1547	12	803	chromosome	72.77%	33427	Epsilon+Gamma+WGT	Li et al., 2023	https://doi.org/10.1038/s41588-023-01340-y	3
Solales	Solaceae	Solanum rostratum Dul	12	898.42	chromosome	72.26%	29694	Epsilon+Gamma+WGT	Zhang et al., 2023	https://doi.org/10.1038/s41597-023-02247-3	3
Solales	Solaceae	Solanum sitiens	12	1245	scaffold	70%	31164	Epsilon+Gamma+WGT	Molitor et al., 2021	https://doi.org/10.1093/bioinformatics/btab048	3
Solales	Solaceae	Solanum stenotomum	12	847	chromosome	61.91%	30041	Epsilon+Gamma+WGT	Yan et al., 2021	https://doi.org/10.1093/g3jourl/jkab262	3
Solales	Solaceae	Solanum torvum	12	1250	chromosome	76.73%	31496	Epsilon+Gamma+WGT	Zhang et al., 2023	https://doi.org/10.3389/fpls.2023.1210513	3
Solales	Solaceae	Solanum tuberosum L. DM	12	773.36	chromosome	60.31%	40155	Epsilon+Gamma+WGT	Yang et al., 2022	https://doi.org/10.1016/j.molp.2022.12.010	3
Solales	Solaceae	Solanum tuberosum Otava	12	840	chromosome	66%	38214	Epsilon+Gamma+WGT	Sun et al., 2022	https://doi.org/10.1038/s41588-022-01015-0	3
Solales	Solaceae	Solanum tuberosum Qingshu No.9	24	2670	chromosome	63.44%	126070	Epsilon+Gamma+WGT+WGD	Wang et al., 2022	https://doi.org/10.1111/pbi.13883	4
Vitales	Vitaceae	Muscadinia rotundifolia	20	393.8	chromosome	34.70%	26394	Epsilon+Gamma	Park et al., 2022	https://doi.org/10.1093/hr/uhab011	2
Vitales	Vitaceae	Vitis amurensis	19	604.56	chromosome	47.06%	32885	Epsilon+Gamma	Wang et al., 2020	https://doi.org/10.1111/tpj.15127	2
Vitales	Vitaceae	Vitis riparia	19	530	chromosome	34%	37207	Epsilon+Gamma	Girollet et al., 2019	https://doi.org/10.1038/s41597-019-0133-3	2
Vitales	Vitaceae	Vitis vinifera L. Carménère	19	622.8	scaffold	50%	40684	Epsilon+Gamma	Minio et al., 2019	https://doi.org/10.1534/g3.119.400030	2
Vitales	Vitaceae	Vitis vinifera L. Chambourcin	19	375	chromosome	56%	33791	Epsilon+Gamma	Patel et al., 2023	https://doi.org/10.46471/gigabyte.84	2
Vitales	Vitaceae	Vitis vinifera L. Nebbiolo	19	561	chromosome	50.44%	35038	Epsilon+Gamma	Maestri et al., 2022	https://doi.org/10.1186/s12864-022-08389-9	2
Vitales	Vitaceae	Vitis vinifera L. ssp. Vinifera Malbec	19	608	chromosome	48%	35739	Epsilon+Gamma	Calderón et al., 2024	https://doi.org/10.1093/hr/uhae080	2
Vitales	Vitaceae	Vitis vinifera L. Thompson Seedless	19	504.9	chromosome	58.78%	30397	Epsilon+Gamma	Wang et al., 2024	https://doi.org/10.1093/hr/uhad260	2
Vitales	Vitaceae	Vitis vinifera PN40024	19	487	chromosome	41.40%	30434	Epsilon+Gamma	"The French–Italian Public Consortium for Grapevine Genome Characterization
"	https://doi.org/10.1038/ture06148	2
Vitales	Vitaceae	Vitis vinifera ssp. Vinifera	19	494.87	chromosome	67%	37534	Epsilon+Gamma	Shi et al., 2023	https://doi.org/10.1093/hr/uhad061	2
Vitales	Vitaceae	Vitis zhejiang-adstricta	19	521.76	chromosome	47.49%	31196	Epsilon+Gamma	Li et al., 2024	https://doi.org/10.1093/pcp/pcad140	2
Zingiberales	Musaceae	Ensete glaucum	9	481.5	chromosome	55%	36836	Epsilon+Gamma	Wang et al., 2022	https://doi.org/10.1093/gigascience/giac027	2
Zingiberales	Musaceae	Musa acumita Cavendish	33	1480	chromosome		106540	Epsilon+Gamma+WGT	Li et al., 2024	https://doi.org/10.1038/s41588-023-01589-3	3
Zingiberales	Musaceae	Musa acumita DH-Pahang	11	472.2	chromosome	50.00%	36542	Epsilon+Gamma	D'Hont et al., 2012	https://doi.org/10.1038/ture11241	2
Zingiberales	Musaceae	Musa acumita DH-Pahang	11	450.7	chromosome		36550	Epsilon+Gamma	Martin et al., 2016	https://doi.org/10.1186/s12864-016-2579-4	2
Zingiberales	Musaceae	Musa acumita Gros Michel	33	1330	chromosome		120653	Epsilon+Gamma+WGT	Li et al., 2024	https://doi.org/10.1038/s41588-023-01589-3	3
Zingiberales	Musaceae	Musa balbisia	9	636	chromosome	51.79%	39112	Epsilon+Gamma	Wang et al., 2023	https://doi.org/10.1093/gigascience/giad005	2
Zingiberales	Musaceae	Musa itenerans	11	462.1	chromosome	38.95%	32456	Epsilon+Gamma	Wu et al., 2016	https://doi.org/10.1038/srep31586	2
Zingiberales	Musaceae	Musa orta	11	427.85	chromosome	46.70%	39177	Epsilon+Gamma	Xiao et al., 2024	https://doi.org/10.1093/hr/uhae079	2
Zingiberales	Musaceae	Musa textilis	10	606	chromosome	58.41%	35077	Epsilon+Gamma	Zhou et al., 2023	https://doi.org/10.1016/j.xplc.2023.100681	2
Zingiberales	Musaceae	Musa textilis Née	10	587	scaffold	53.60%	33277	Epsilon+Gamma	Galvez et al., 2021	https://doi.org/10.3390/genes12081202	2
Zingiberales	Musaceae	Musa troglodytarum	10	610	chromosome	60.34%	36080	Epsilon+Gamma	Zhou et al., 2023	https://doi.org/10.1016/j.xplc.2023.100681	2
Zingiberales	Musaceae	Musa veluti	11	478.1	chromosome	50.91%	31256	Epsilon+Gamma	Xiao et al., 2024	https://doi.org/10.1093/hr/uhae079	2
